Authors,Year,Link,Affiliations,Authors with affiliations
"Requia W.J., Roig H.L., Koutrakis P., Rossi M.S.",2016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988625319&doi=10.1016%2fj.landusepol.2016.09.017&partnerID=40&md5=740d7c3b8808bfb30e0a879b0a423271","McMaster University, 1280 Main Street West, Hamilton, Ontario, Canada; University of Brasília, Campus Darcy Ribeiro, Federal District, Brasília, Brazil; Harvard University, 401 Park Drive, Landmark Center West, Boston, MA, United States; Environmental Agency of the Federal District, Brasília, Brazil","Requia, W.J., McMaster University, 1280 Main Street West, Hamilton, Ontario, Canada; Roig, H.L., University of Brasília, Campus Darcy Ribeiro, Federal District, Brasília, Brazil; Koutrakis, P., Harvard University, 401 Park Drive, Landmark Center West, Boston, MA, United States; Rossi, M.S., Environmental Agency of the Federal District, Brasília, Brazil"
"Silveira D., Faitanin R.D., Gomes S.M., Fagg C.W., Fonseca-Bazzo Y.M., Magalhães P.O., Jamal C.M.",2016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016010014&partnerID=40&md5=bc70952882b8afff392c9bb8b99c1e35","Laboratory of Natural Products, Faculty of Health Sciences, University of Brasilia, Campus Darcy Ribeiro, Asa Norte, Brasilia, DF, Brazil; Departament of Pharmaceutical Sciences, Health Sciences Center, Federal University of Espírito Santo, Av. Marechal Campos, Vitória, ES, Brazil; Departament of Botany, Institute of Biology, University of Brasilia, Campus Darcy Ribeiro, Asa Norte, Brasilia, DF, Brazil; Faculty of Ceilandia, University of Brasilia, Metropol Center, Ceilandia, DF, Brazil","Silveira, D., Laboratory of Natural Products, Faculty of Health Sciences, University of Brasilia, Campus Darcy Ribeiro, Asa Norte, Brasilia, DF, Brazil; Faitanin, R.D., Departament of Pharmaceutical Sciences, Health Sciences Center, Federal University of Espírito Santo, Av. Marechal Campos, Vitória, ES, Brazil; Gomes, S.M., Departament of Botany, Institute of Biology, University of Brasilia, Campus Darcy Ribeiro, Asa Norte, Brasilia, DF, Brazil; Fagg, C.W., Faculty of Ceilandia, University of Brasilia, Metropol Center, Ceilandia, DF, Brazil; Fonseca-Bazzo, Y.M., Laboratory of Natural Products, Faculty of Health Sciences, University of Brasilia, Campus Darcy Ribeiro, Asa Norte, Brasilia, DF, Brazil; Magalhães, P.O., Laboratory of Natural Products, Faculty of Health Sciences, University of Brasilia, Campus Darcy Ribeiro, Asa Norte, Brasilia, DF, Brazil; Jamal, C.M., Laboratory of Natural Products, Faculty of Health Sciences, University of Brasilia, Campus Darcy Ribeiro, Asa Norte, Brasilia, DF, Brazil"
"Souza P.H., Ferreira J.O., Barbosa T.A., Rocha A.F.",2016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011086332&doi=10.1109%2fICCABS.2016.7802767&partnerID=40&md5=94addd885c7b3dcc80dbf8ead3859cea","Biomedical Engineering and Embedded Systems Group, Pontifical Catholic University of Goiás, PUC Goiás, Goiânia/GO, Brazil; Faculty UnB-Gama, University of Brasília, UnB, Brasília/DF, Brazil","Souza, P.H., Biomedical Engineering and Embedded Systems Group, Pontifical Catholic University of Goiás, PUC Goiás, Goiânia/GO, Brazil; Ferreira, J.O., Biomedical Engineering and Embedded Systems Group, Pontifical Catholic University of Goiás, PUC Goiás, Goiânia/GO, Brazil; Barbosa, T.A., Biomedical Engineering and Embedded Systems Group, Pontifical Catholic University of Goiás, PUC Goiás, Goiânia/GO, Brazil; Rocha, A.F., Faculty UnB-Gama, University of Brasília, UnB, Brasília/DF, Brazil"
"Oliveira-Bravo M., Sangiorgi B.B., Schiavinato J.L.D.S., Carvalho J.L., Covas D.T., Panepucci R.A., Neves F.D.A.R., Franco O.L., Pereira R.W., Saldanha-Araujo F.",2016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007486880&doi=10.1186%2fs13287-016-0448-3&partnerID=40&md5=e3d9c16d327542ee99390dc8d3f26795","Laboratório de Farmacologia Molecular, Departamento de Ciências da Saúde, Universidade de Brasília, Campus Darcy Ribeiro, Brasília DF, Brazil; Laboratório de Hematologia, Departamento de Clínica Médica, Universidade de São Paulo, Ribeirão Preto SP, Brazil; Laboratório de Análises Proteômicas e Bioquímicas, Centro de Ciências Genômicas e Biotecnologia, Universidade Católica de Brasília, Brasília DF, Brazil; S-Inova Biotech, Pós-graduação em Biotecnologia, Universidade Católica Dom Bosco, Campo Grande, MS, Brazil","Oliveira-Bravo, M., Laboratório de Farmacologia Molecular, Departamento de Ciências da Saúde, Universidade de Brasília, Campus Darcy Ribeiro, Brasília DF, Brazil; Sangiorgi, B.B., Laboratório de Hematologia, Departamento de Clínica Médica, Universidade de São Paulo, Ribeirão Preto SP, Brazil; Schiavinato, J.L.D.S., Laboratório de Hematologia, Departamento de Clínica Médica, Universidade de São Paulo, Ribeirão Preto SP, Brazil; Carvalho, J.L., Laboratório de Análises Proteômicas e Bioquímicas, Centro de Ciências Genômicas e Biotecnologia, Universidade Católica de Brasília, Brasília DF, Brazil; Covas, D.T., Laboratório de Hematologia, Departamento de Clínica Médica, Universidade de São Paulo, Ribeirão Preto SP, Brazil; Panepucci, R.A., Laboratório de Hematologia, Departamento de Clínica Médica, Universidade de São Paulo, Ribeirão Preto SP, Brazil; Neves, F.D.A.R., Laboratório de Farmacologia Molecular, Departamento de Ciências da Saúde, Universidade de Brasília, Campus Darcy Ribeiro, Brasília DF, Brazil, S-Inova Biotech, Pós-graduação em Biotecnologia, Universidade Católica Dom Bosco, Campo Grande, MS, Brazil; Franco, O.L., Laboratório de Análises Proteômicas e Bioquímicas, Centro de Ciências Genômicas e Biotecnologia, Universidade Católica de Brasília, Brasília DF, Brazil; Pereira, R.W., Laboratório de Análises Proteômicas e Bioquímicas, Centro de Ciências Genômicas e Biotecnologia, Universidade Católica de Brasília, Brasília DF, Brazil; Saldanha-Araujo, F., Laboratório de Farmacologia Molecular, Departamento de Ciências da Saúde, Universidade de Brasília, Campus Darcy Ribeiro, Brasília DF, Brazil"
"Mazine F.F., Bünger M.O., de Faria J.E.Q., Lucas E., Souza V.C.",2016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015680438&doi=10.11646%2fphytotaxa.289.3.2&partnerID=40&md5=586dc4b6f4d223f619391f60b4943899","Universidade Federal de São Carlos, Campus Sorocaba, Rod. João Leme dos Santos km110, Sorocaba, SP  18052–780, Brazil; Universidade Federal de Minas Gerais, Laboratório de Sistemática Vegetal, Departamento de Botânica, Instituto de Ciências Biológicas, Belo Horizonte, MG  31270-901, Brazil; Universidade de Brasília, Departamento de Botânica, C.P. 4457, Brasília, DF  70919-970, Brazil; Herbarium, Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, United Kingdom; Universidade de São Paulo, Escola Superior de Agricultura “Luiz de Queiroz”, Departamento de Ciências Biológicas, Caixa Postal 9, Piracicaba, SP  13418-900, Brazil","Mazine, F.F., Universidade Federal de São Carlos, Campus Sorocaba, Rod. João Leme dos Santos km110, Sorocaba, SP  18052–780, Brazil; Bünger, M.O., Universidade Federal de Minas Gerais, Laboratório de Sistemática Vegetal, Departamento de Botânica, Instituto de Ciências Biológicas, Belo Horizonte, MG  31270-901, Brazil; de Faria, J.E.Q., Universidade de Brasília, Departamento de Botânica, C.P. 4457, Brasília, DF  70919-970, Brazil; Lucas, E., Herbarium, Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, United Kingdom; Souza, V.C., Universidade de São Paulo, Escola Superior de Agricultura “Luiz de Queiroz”, Departamento de Ciências Biológicas, Caixa Postal 9, Piracicaba, SP  13418-900, Brazil"
"Cavalcanti J., Figueredo L.F.C., Ishihara J.Y.",2016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010815485&doi=10.1109%2fCDC.2016.7798466&partnerID=40&md5=4c14c4fa5faf825dfc2e86c9ff3bb09c","Univ. of Brasilia, Brazil","Cavalcanti, J., Univ. of Brasilia, Brazil; Figueredo, L.F.C., Univ. of Brasilia, Brazil; Ishihara, J.Y., Univ. of Brasilia, Brazil"
"Barreto A.D.F.S., Dos Santos V.A., Andrade C.K.Z.",2016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008156624&doi=10.3762%2fbjoc.12.285&partnerID=40&md5=f81e0c59f388a0360e4912c455538191","Laboratório de Química Metodológica e Orgânica Sintética, Instituto de Química, Universidade de Brasília, CP 4478, Brasília, DF  70910-970, Brazil","Barreto, A.D.F.S., Laboratório de Química Metodológica e Orgânica Sintética, Instituto de Química, Universidade de Brasília, CP 4478, Brasília, DF  70910-970, Brazil; Dos Santos, V.A., Laboratório de Química Metodológica e Orgânica Sintética, Instituto de Química, Universidade de Brasília, CP 4478, Brasília, DF  70910-970, Brazil; Andrade, C.K.Z., Laboratório de Química Metodológica e Orgânica Sintética, Instituto de Química, Universidade de Brasília, CP 4478, Brasília, DF  70910-970, Brazil"
"Andrade E.B., Lima T.G.P., Araújo K.D.C., Leite J.R.S.A., Weber L.N.",2016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008462837&doi=10.15560%2f12.6.2023&partnerID=40&md5=8d93e8252be4c80d9f8ac833b6e9607b","Universidade Federal do Maranhão - UFMA, Centro de Ciências Biológicas e da Saúde, Av. Dos Portugueses, s/n, Campus do Bacanga, São Luís, MA  CEP: 65085-580, Brazil; Núcleo de Pesquisa em Biodiversidade e Biotecnologia - BIOTEC, Universidade Federal do Piauí UFPI, Av. São Sebastião, 2819, Parnaíba, PI  CEP: 64202-020, Brazil; Instituto Federal de Educação, Ciência e Tecnologia do Piauí - IFPI, Campus Paulistana, BR 407, s/n, Lagoa dos Canudos, Paulistana, PI  CEP: 64750-000, Brazil; Centro de Ciências, Universidade Federal do Ceará - UFC, Bloco 902, Campus do PICI, Av. Humberto Monte, s/n, Fortaleza, CE  CEP: 60455-760, Brazil; Área de Morfologia, Faculdade de Medicina, Universidade de Brasília - UnB, Campus Universitário Darcy Ribeiro, Asa Norte, Brasília, DF  CEP: 70910-900, Brazil","Andrade, E.B., Universidade Federal do Maranhão - UFMA, Centro de Ciências Biológicas e da Saúde, Av. Dos Portugueses, s/n, Campus do Bacanga, São Luís, MA  CEP: 65085-580, Brazil, Núcleo de Pesquisa em Biodiversidade e Biotecnologia - BIOTEC, Universidade Federal do Piauí UFPI, Av. São Sebastião, 2819, Parnaíba, PI  CEP: 64202-020, Brazil, Instituto Federal de Educação, Ciência e Tecnologia do Piauí - IFPI, Campus Paulistana, BR 407, s/n, Lagoa dos Canudos, Paulistana, PI  CEP: 64750-000, Brazil; Lima, T.G.P., Núcleo de Pesquisa em Biodiversidade e Biotecnologia - BIOTEC, Universidade Federal do Piauí UFPI, Av. São Sebastião, 2819, Parnaíba, PI  CEP: 64202-020, Brazil; Araújo, K.D.C., Centro de Ciências, Universidade Federal do Ceará - UFC, Bloco 902, Campus do PICI, Av. Humberto Monte, s/n, Fortaleza, CE  CEP: 60455-760, Brazil; Leite, J.R.S.A., Núcleo de Pesquisa em Biodiversidade e Biotecnologia - BIOTEC, Universidade Federal do Piauí UFPI, Av. São Sebastião, 2819, Parnaíba, PI  CEP: 64202-020, Brazil, Área de Morfologia, Faculdade de Medicina, Universidade de Brasília - UnB, Campus Universitário Darcy Ribeiro, Asa Norte, Brasília, DF  CEP: 70910-900, Brazil; Weber, L.N., Universidade Federal do Maranhão - UFMA, Centro de Ciências Biológicas e da Saúde, Av. Dos Portugueses, s/n, Campus do Bacanga, São Luís, MA  CEP: 65085-580, Brazil"
"Kabongo P.C., Ramos T.M.F., Leite A.F., Ralha C.G., Weigang L.",2016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010023324&doi=10.1109%2fITSC.2016.7795935&partnerID=40&md5=6f3e3be684095694fe316f1cd396d732","Department of Computer Science, University of Brasilia, C.P. 4466, Brasília-DF, CEP: 70910-900, Brazil","Kabongo, P.C., Department of Computer Science, University of Brasilia, C.P. 4466, Brasília-DF, CEP: 70910-900, Brazil; Ramos, T.M.F., Department of Computer Science, University of Brasilia, C.P. 4466, Brasília-DF, CEP: 70910-900, Brazil; Leite, A.F., Department of Computer Science, University of Brasilia, C.P. 4466, Brasília-DF, CEP: 70910-900, Brazil; Ralha, C.G., Department of Computer Science, University of Brasilia, C.P. 4466, Brasília-DF, CEP: 70910-900, Brazil; Weigang, L., Department of Computer Science, University of Brasilia, C.P. 4466, Brasília-DF, CEP: 70910-900, Brazil"
"Ribeiro V.F., Pamplona D.A., Fregnani J.A.T.G., De Oliveira Í.R., Weigang L.",2016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010047770&doi=10.1109%2fITSC.2016.7795640&partnerID=40&md5=4a8b255183a7934021060d808ac9fe02","Department of Computer Science, University of Brasilia, C.P. 4466CEP: 70910-900, Brazil; Boeing Research and Technology/Brazil, Av. Dr. Altino Bondensan, CEP: 12247-016, São José dos Campos-SP, Brazil","Ribeiro, V.F., Department of Computer Science, University of Brasilia, C.P. 4466CEP: 70910-900, Brazil; Pamplona, D.A., Department of Computer Science, University of Brasilia, C.P. 4466CEP: 70910-900, Brazil; Fregnani, J.A.T.G., Boeing Research and Technology/Brazil, Av. Dr. Altino Bondensan, CEP: 12247-016, São José dos Campos-SP, Brazil; De Oliveira, Í.R., Boeing Research and Technology/Brazil, Av. Dr. Altino Bondensan, CEP: 12247-016, São José dos Campos-SP, Brazil; Weigang, L., Department of Computer Science, University of Brasilia, C.P. 4466CEP: 70910-900, Brazil"
