Authors,Year,Link,Affiliations,Authors with affiliations
"Hay J.D., Barreto E.J.M.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024180071&doi=10.2307%2f2388316&partnerID=40&md5=b1e72cf7e82a4b5a29362bb0eccc1354","Dept. de Biologia Vegetal, Cx. Postal 153.081, Universidade de Brasilia, Brasilia, DF, 70.919, Brazil., Brazil","Hay, J.D., Dept. de Biologia Vegetal, Cx. Postal 153.081, Universidade de Brasilia, Brasilia, DF, 70.919, Brazil., Brazil; Barreto, E.J.M., Dept. de Biologia Vegetal, Cx. Postal 153.081, Universidade de Brasilia, Brasilia, DF, 70.919, Brazil., Brazil"
"Rizzo L.V., Cunha-Neto E., Teixeira A.R.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024116249&doi=10.1590%2fS0074-02761988000500023&partnerID=40&md5=6e869a95f0385a89a119451b57f775d3","Immunopathology Laboratory, Universidade de Brasília.","Rizzo, L.V., Immunopathology Laboratory, Universidade de Brasília.; Cunha-Neto, E., Immunopathology Laboratory, Universidade de Brasília.; Teixeira, A.R., Immunopathology Laboratory, Universidade de Brasília."
"Nazareno H.N., Alencar P.S.C.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024090027&doi=10.1016%2f0921-4526%2888%2990034-8&partnerID=40&md5=d1dad4a11432e7bc651f90af644fb329","Departamento de Física Universidade de Brasília, 70910 Brasília, Brazil","Nazareno, H.N., Departamento de Física Universidade de Brasília, 70910 Brasília, Brazil; Alencar, P.S.C., Departamento de Física Universidade de Brasília, 70910 Brasília, Brazil"
"Almeida M.A., Politi J.R., Ubatuba F.B.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024074116&partnerID=40&md5=f57c188325a6b826df0adf6a9795d207","Farmacologia Médica, Departamento de Medicina Especializada, Universidade de Brasília., Brazil","Almeida, M.A., Farmacologia Médica, Departamento de Medicina Especializada, Universidade de Brasília., Brazil; Politi, J.R., Farmacologia Médica, Departamento de Medicina Especializada, Universidade de Brasília., Brazil; Ubatuba, F.B., Farmacologia Médica, Departamento de Medicina Especializada, Universidade de Brasília., Brazil"
"Paine P., Pereira M.G.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023976360&partnerID=40&md5=d1f50ef29dda6681db404b31087818ca","Department of Community Medicine, University of Brasilia, Brazil","Paine, P., Department of Community Medicine, University of Brasilia, Brazil; Pereira, M.G., Department of Community Medicine, University of Brasilia, Brazil"
"Aucélio J.G.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023946669&doi=10.1016%2f0306-3623%2888%2990052-3&partnerID=40&md5=0ec616ca5e14a2109b149367bd185c0f","Laboratory of Pharmacology, University of Brasília, Brasília, DF 70910, Brazil","Aucélio, J.G., Laboratory of Pharmacology, University of Brasília, Brasília, DF 70910, Brazil"
"Rosa A.C., Cuba C.C., Vexenat A., Barreto A.C., Marsden P.D.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023942739&doi=10.1016%2f0035-9203%2888%2990138-1&partnerID=40&md5=399158dd284765f6a42da40954acbc51","Leishmaniasis Laboratory, Núcleo de Medicina Tropical e Nutrição, Universidade de Brasília, Brasília, Brazil","Rosa, A.C., Leishmaniasis Laboratory, Núcleo de Medicina Tropical e Nutrição, Universidade de Brasília, Brasília, Brazil; Cuba, C.C., Leishmaniasis Laboratory, Núcleo de Medicina Tropical e Nutrição, Universidade de Brasília, Brasília, Brazil; Vexenat, A., Leishmaniasis Laboratory, Núcleo de Medicina Tropical e Nutrição, Universidade de Brasília, Brasília, Brazil; Barreto, A.C., Leishmaniasis Laboratory, Núcleo de Medicina Tropical e Nutrição, Universidade de Brasília, Brasília, Brazil; Marsden, P.D., Leishmaniasis Laboratory, Núcleo de Medicina Tropical e Nutrição, Universidade de Brasília, Brasília, Brazil"
"Peterson N.E., Costa M.A.F., Vexenat J.A., Netto E.M., Marsden P.D., Magalhaes A.V., Barretto A.C.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023894160&doi=10.2307%2f3282071&partnerID=40&md5=562817155ba101cb8393219bd8c1e23e","Nucleo de Medicina Tropical e Nutricao, Universidade de Brasilia, 70.910 Brasilia, Brazil","Peterson, N.E., Nucleo de Medicina Tropical e Nutricao, Universidade de Brasilia, 70.910 Brasilia, Brazil; Costa, M.A.F., Nucleo de Medicina Tropical e Nutricao, Universidade de Brasilia, 70.910 Brasilia, Brazil; Vexenat, J.A., Nucleo de Medicina Tropical e Nutricao, Universidade de Brasilia, 70.910 Brasilia, Brazil; Netto, E.M., Nucleo de Medicina Tropical e Nutricao, Universidade de Brasilia, 70.910 Brasilia, Brazil; Marsden, P.D., Nucleo de Medicina Tropical e Nutricao, Universidade de Brasilia, 70.910 Brasilia, Brazil; Magalhaes, A.V., Nucleo de Medicina Tropical e Nutricao, Universidade de Brasilia, 70.910 Brasilia, Brazil; Barretto, A.C., Nucleo de Medicina Tropical e Nutricao, Universidade de Brasilia, 70.910 Brasilia, Brazil"
"Dorea J.G., De Araujo M.O.G.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023878434&partnerID=40&md5=8bed9f3e0c74623ff318a77890d639b0","Department of Nutrition, University of Brasilia, C.P. 15-2772, 70.919-Brasilia, DF, Brazil","Dorea, J.G., Department of Nutrition, University of Brasilia, C.P. 15-2772, 70.919-Brasilia, DF, Brazil; De Araujo, M.O.G., Department of Nutrition, University of Brasilia, C.P. 15-2772, 70.919-Brasilia, DF, Brazil"
"Friedman H., Friedman I.V.C., Mello C.V.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023807106&partnerID=40&md5=83bb94e3632b346db7e447fd1262ed46","Laboratorio de Patologia, Faculdade de Ciencias da Saude, Universidade de Brasilia, Brasilia-DF-CEP 70910, Brazil","Friedman, H., Laboratorio de Patologia, Faculdade de Ciencias da Saude, Universidade de Brasilia, Brasilia-DF-CEP 70910, Brazil; Friedman, I.V.C., Laboratorio de Patologia, Faculdade de Ciencias da Saude, Universidade de Brasilia, Brasilia-DF-CEP 70910, Brazil; Mello, C.V., Laboratorio de Patologia, Faculdade de Ciencias da Saude, Universidade de Brasilia, Brasilia-DF-CEP 70910, Brazil"
"Garcia-Zapata M.T., Marsden P.D., Das Virgens D., De Araujo Soares V.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023722604&partnerID=40&md5=f4e49deba84d8301856d62fb998dd685","Nucleo de Medicina Tropical e Nutricao, Universidade de Brasilia, Brasilia, Brazil","Garcia-Zapata, M.T., Nucleo de Medicina Tropical e Nutricao, Universidade de Brasilia, Brasilia, Brazil; Marsden, P.D., Nucleo de Medicina Tropical e Nutricao, Universidade de Brasilia, Brasilia, Brazil; Das Virgens, D., Nucleo de Medicina Tropical e Nutricao, Universidade de Brasilia, Brasilia, Brazil; De Araujo Soares, V., Nucleo de Medicina Tropical e Nutricao, Universidade de Brasilia, Brasilia, Brazil"
"Dorea J.G., Cabral M.S., Da Gloria M., Wright M., Rodrigues K.H.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023710553&partnerID=40&md5=c092030d4f206eb6decf8233a256b63f","Department of Nutrition, Universidade de Brasilia, 70919 Bradilia, DF, Brazil","Dorea, J.G., Department of Nutrition, Universidade de Brasilia, 70919 Bradilia, DF, Brazil; Cabral, M.S., Department of Nutrition, Universidade de Brasilia, 70919 Bradilia, DF, Brazil; Da Gloria, M., Department of Nutrition, Universidade de Brasilia, 70919 Bradilia, DF, Brazil; Wright, M., Department of Nutrition, Universidade de Brasilia, 70919 Bradilia, DF, Brazil; Rodrigues, K.H., Department of Nutrition, Universidade de Brasilia, 70919 Bradilia, DF, Brazil"
"Malvar Henrique S., Staelin David H.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023704010&partnerID=40&md5=8aa40e03d2daf3f10211a002c093a0bc","Univ of Brasilia, Braz, Univ of Brasilia, Braz","Malvar, Henrique S., Univ of Brasilia, Braz, Univ of Brasilia, Braz; Staelin, David H., Univ of Brasilia, Braz, Univ of Brasilia, Braz"
"Vilar de Araujo A.O., China Bezerra A.J., Junior L.P.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023676137&partnerID=40&md5=eeab7e56983491ea3d5623b5d66ae060","Faculdade de Ciencias da Saude, Universidade de Brasilia, Campus Universitario, 70910 Asa Norte, Brazil","Vilar de Araujo, A.O., Faculdade de Ciencias da Saude, Universidade de Brasilia, Campus Universitario, 70910 Asa Norte, Brazil; China Bezerra, A.J., Faculdade de Ciencias da Saude, Universidade de Brasilia, Campus Universitario, 70910 Asa Norte, Brazil; Junior, L.P., Faculdade de Ciencias da Saude, Universidade de Brasilia, Campus Universitario, 70910 Asa Norte, Brazil"
"Araújo G.M., Haridasan M.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0008382477&doi=10.1080%2f00103628809367996&partnerID=40&md5=766b678c49b1c26c90d7ff06c737ae23","Laboratorio de Ecologia, Departamento de Biologia Vegetal, Universidade de Brasilia, CP 153081, 70919 Brasilia DF, Brazil","Araújo, G.M., Laboratorio de Ecologia, Departamento de Biologia Vegetal, Universidade de Brasilia, CP 153081, 70919 Brasilia DF, Brazil; Haridasan, M., Laboratorio de Ecologia, Departamento de Biologia Vegetal, Universidade de Brasilia, CP 153081, 70919 Brasilia DF, Brazil"
"Silveira V.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0004337113&doi=10.1103%2fPhysRevD.38.3823&partnerID=40&md5=cb77c76606ae391e5adff256bfb086f9","Departamento de Física, Universidade de Brasília, 70910 Brasília, Dist. Fed., Brazil","Silveira, V., Departamento de Física, Universidade de Brasília, 70910 Brasília, Dist. Fed., Brazil"
"Fonseca A.L.A., Nunes O.A.C.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0004277144&doi=10.1103%2fPhysRevA.37.400&partnerID=40&md5=46a4a660685b52d4c542ac19fbd6103e","Physics Department, University of Brasília, 70910-Brasília, DF, Brazil","Fonseca, A.L.A., Physics Department, University of Brasília, 70910-Brasília, DF, Brazil; Nunes, O.A.C., Physics Department, University of Brasília, 70910-Brasília, DF, Brazil"
"Haridasan M.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001389524&doi=10.1080%2f00103628809367997&partnerID=40&md5=e794349dfb3fa685bee26e96083ea382","Laboratorio de Ecologia, Departamento de Biologia Vegetal, Universidade de Brasilia, CP 153081, 70919 Brasilia DF, Brazil","Haridasan, M., Laboratorio de Ecologia, Departamento de Biologia Vegetal, Universidade de Brasilia, CP 153081, 70919 Brasilia DF, Brazil"
"Letelier P.S., Verdaguer E.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040446384&doi=10.1103%2fPhysRevD.37.2333&partnerID=40&md5=eb227ba2c6138a5f2cb02bafe294a7eb","Departamento de Física, Universidade de Brasília, 70910 Brasília, DF, Brazil; Departament de Física Teòrica, Universitat Autònoma de Barcelona, Bellaterra, Spain","Letelier, P.S., Departamento de Física, Universidade de Brasília, 70910 Brasília, DF, Brazil; Verdaguer, E., Departament de Física Teòrica, Universitat Autònoma de Barcelona, Bellaterra, Spain"
"Assumpção M., Suárez G.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024219837&doi=10.1111%2fj.1365-246X.1988.tb01138.x&partnerID=40&md5=35b35bb9818022e7bb6b307f7a40f700","Depto. de Geociências, Universidade de Brasilia, Brasilia, 70910, Brazil; Lamont-Doherty Geological Observatory, Palisades, New York, 10967, United States","Assumpção, M., Depto. de Geociências, Universidade de Brasilia, Brasilia, 70910, Brazil; Suárez, G., Lamont-Doherty Geological Observatory, Palisades, New York, 10967, United States"
"Baumann R., Braga H.C.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024191061&doi=10.1016%2f0305-750X%2888%2990015-0&partnerID=40&md5=15b0337fcfdbb0648bf69f101ce1d565","University of Brasilia, Brazil; Federal University of Rio de Janeiro, Brazil","Baumann, R., University of Brasilia, Brazil; Braga, H.C., Federal University of Rio de Janeiro, Brazil"
"Wright C.L., Turkienicz B.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024156133&doi=10.1016%2f0264-2751%2888%2990025-X&partnerID=40&md5=9f7612c46bd9ca19e96fc792b1ab055c","University of Brasília, Brazil; Faculty of Architecture, Federal University of Rio Grande do Sul, Brazil","Wright, C.L., University of Brasília, Brazil; Turkienicz, B., Faculty of Architecture, Federal University of Rio Grande do Sul, Brazil"
"Beals R., Tenenblat K.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0010761661&doi=10.1002%2fsapm1988783227&partnerID=40&md5=b75cfb34abf27776375887edf69a1853","Yale University, United States; Universidade de Brasilia, Brazil","Beals, R., Yale University, United States; Tenenblat, K., Universidade de Brasilia, Brazil"
"Morais P.C., Ribeiro G.M., Chaves A.S.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0005246834&doi=10.1143%2fJPSJ.57.2812&partnerID=40&md5=40a44f29569522bce4eee313f99eff9c","Laboratório de Estado Sólido, Departamento de Física Universidade de Brasilia, 70910-Brasília, Brazil; Departamento de Física, Universidade Federal de Minas Gerais 31, 270-Belo Horizonte, Brazil","Morais, P.C., Laboratório de Estado Sólido, Departamento de Física Universidade de Brasilia, 70910-Brasília, Brazil; Ribeiro, G.M., Departamento de Física, Universidade Federal de Minas Gerais 31, 270-Belo Horizonte, Brazil; Chaves, A.S., Departamento de Física, Universidade Federal de Minas Gerais 31, 270-Belo Horizonte, Brazil"
"Letelier P.S., Verdaguer E.",1988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-4243718924&doi=10.1103%2fPhysRevLett.60.2228&partnerID=40&md5=dc1a7a87198ac075ae8b01d6bb59fbd4","Department de Física, Universidade de Brasília, 70910-Brasília, DF, Brazil; Department de Física Teòrica, Universitat Autònoma de Barcelona, 08193 Bellaterra (Barcelona), Spain; Departamento de Matematica Aplicada, IMECC, Universidade Estadual de Campinas, 13081 Campinas São Paulo, Brazil","Letelier, P.S., Department de Física, Universidade de Brasília, 70910-Brasília, DF, Brazil, Departamento de Matematica Aplicada, IMECC, Universidade Estadual de Campinas, 13081 Campinas São Paulo, Brazil; Verdaguer, E., Department de Física Teòrica, Universitat Autònoma de Barcelona, 08193 Bellaterra (Barcelona), Spain"
