Authors,Year,Link,Affiliations,Authors with affiliations
"Saitovitch E.M.B., Barbosa M.C., Funchal R.Z., De Pinho S.T.R., De Santana A.E.",2015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984569416&doi=10.1063%2f1.4937654&partnerID=40&md5=59cae96db3ee4427797832197ed9dec0","Brazilian Center for Research in Physics, Rio de Janeiro, RJ, Brazil; Institute of Physics, Federal University of Rio Grande Do sul, Porto Alegre, RS, Brazil; Institute of Physics, University of São Paulo, SP, Brazil; Institute of Physics, Federal University of Bahia, Salvador, BA, Brazil; International Center for Condensed Matter Physics, Institute of Physics, University of Brasília, DF, Brazil","Saitovitch, E.M.B., Brazilian Center for Research in Physics, Rio de Janeiro, RJ, Brazil; Barbosa, M.C., Institute of Physics, Federal University of Rio Grande Do sul, Porto Alegre, RS, Brazil; Funchal, R.Z., Institute of Physics, University of São Paulo, SP, Brazil; De Pinho, S.T.R., Institute of Physics, Federal University of Bahia, Salvador, BA, Brazil; De Santana, A.E., International Center for Condensed Matter Physics, Institute of Physics, University of Brasília, DF, Brazil"
"Mota K.M., De Alvarenga Silva W., Dias U.S., De Sousa R.T., Jr.",2015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964515518&doi=10.1109%2fIMOC.2015.7369217&partnerID=40&md5=69fd0945df76ffec527807e29632af36","Department of Electrical Engineering, University of Brasilia, Brasilia, DF  70910-900, Brazil","Mota, K.M., Department of Electrical Engineering, University of Brasilia, Brasilia, DF  70910-900, Brazil; De Alvarenga Silva, W., Department of Electrical Engineering, University of Brasilia, Brasilia, DF  70910-900, Brazil; Dias, U.S., Department of Electrical Engineering, University of Brasilia, Brasilia, DF  70910-900, Brazil; De Sousa, R.T., Jr., Department of Electrical Engineering, University of Brasilia, Brasilia, DF  70910-900, Brazil"
"Evangelista C., Abdalla H., Jr., De Menezes L.R.A.X.",2015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964426781&doi=10.1109%2fIMOC.2015.7369129&partnerID=40&md5=b7d690943f58b77c7ab3e2f2466a2f30","Department of Electrical Engineering, University of Brasilia (UnB), Darcy Ribeiro Campus, Mailbox 4386, Brasília, DF  70.919-970, Brazil","Evangelista, C., Department of Electrical Engineering, University of Brasilia (UnB), Darcy Ribeiro Campus, Mailbox 4386, Brasília, DF  70.919-970, Brazil; Abdalla, H., Jr., Department of Electrical Engineering, University of Brasilia (UnB), Darcy Ribeiro Campus, Mailbox 4386, Brasília, DF  70.919-970, Brazil; De Menezes, L.R.A.X., Department of Electrical Engineering, University of Brasilia (UnB), Darcy Ribeiro Campus, Mailbox 4386, Brasília, DF  70.919-970, Brazil"
"Ribas A.D.O.P., Dias U.S.",2015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964413456&doi=10.1109%2fIMOC.2015.7369162&partnerID=40&md5=0178e1ac1f4f9dc71f240486ce551695","Department of Electrical Engineering, University of Brasilia, Brasília, Brazil","Ribas, A.D.O.P., Department of Electrical Engineering, University of Brasilia, Brasília, Brazil; Dias, U.S., Department of Electrical Engineering, University of Brasilia, Brasília, Brazil"
"Alvim E.A.C.C., Medeiros A.O., Rezende R.S., Gonçalves Júnior J.F.",2015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983146274&doi=10.4081%2fjlimnol.2014.982&partnerID=40&md5=2a4dd4824788c1798b1cd54aff7a66fa","Universidade de Brasília, Departamento de Ecologia, Campus Darcy Ribeiro, Asa Norte, 70.910-900, Brasília, DF, Brazil; Universidade Federal da Bahia, Instituto de Biologia, Campus Universitário de, 40.170-115, Ondina, Salvador, BA, Brazil","Alvim, E.A.C.C., Universidade de Brasília, Departamento de Ecologia, Campus Darcy Ribeiro, Asa Norte, 70.910-900, Brasília, DF, Brazil; Medeiros, A.O., Universidade Federal da Bahia, Instituto de Biologia, Campus Universitário de, 40.170-115, Ondina, Salvador, BA, Brazil; Rezende, R.S., Universidade de Brasília, Departamento de Ecologia, Campus Darcy Ribeiro, Asa Norte, 70.910-900, Brasília, DF, Brazil; Gonçalves Júnior, J.F., Universidade de Brasília, Departamento de Ecologia, Campus Darcy Ribeiro, Asa Norte, 70.910-900, Brasília, DF, Brazil"
"Santos G.F., Quintanilha S.G., Kley Lagano R., Antônio Brasil Terada M., Nunes R.R.",2015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964478544&doi=10.1109%2fIMOC.2015.7369038&partnerID=40&md5=2ef420778b46bb3ddbee22ed5b225f03","Dept. of Electrical Engineering, University of Brasilia, Brasilia, Brazil; Centro Universitário Estácio de Brasília, Faculdade Atenas, Brasilia, Brazil","Santos, G.F., Dept. of Electrical Engineering, University of Brasilia, Brasilia, Brazil; Quintanilha, S.G., Dept. of Electrical Engineering, University of Brasilia, Brasilia, Brazil; Kley Lagano, R., Dept. of Electrical Engineering, University of Brasilia, Brasilia, Brazil; Antônio Brasil Terada, M., Dept. of Electrical Engineering, University of Brasilia, Brasilia, Brazil; Nunes, R.R., Centro Universitário Estácio de Brasília, Faculdade Atenas, Brasilia, Brazil"
"Pappas M.C.R., Pappas G.J., Grattapaglia D.",2015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951981221&doi=10.1186%2fs12864-015-2322-6&partnerID=40&md5=f429b0ba07c9184d7ce5a29b3ec55e22","Embrapa Recursos Genéticos e Biotecnologia, Brasília, DF, Brazil; Universidade de Brasília, Brasília, DF, Brazil; Universidade Católica de Brasília, Brasília, DF, Brazil","Pappas, M.C.R., Embrapa Recursos Genéticos e Biotecnologia, Brasília, DF, Brazil; Pappas, G.J., Universidade de Brasília, Brasília, DF, Brazil; Grattapaglia, D., Embrapa Recursos Genéticos e Biotecnologia, Brasília, DF, Brazil, Universidade Católica de Brasília, Brasília, DF, Brazil"
"Pessoa L., Galvão V., Damante C., Sant'Ana A.C.P.",2015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954437393&doi=10.1136%2fbcr-2015212276&partnerID=40&md5=024f97763e5a27006a250e377705c8d7","Bauru School of Dentistry, University of São Paulo, Bauru, Brazil; Catholic University of Brasília, Brasília, Brazil","Pessoa, L., Bauru School of Dentistry, University of São Paulo, Bauru, Brazil; Galvão, V., Catholic University of Brasília, Brasília, Brazil; Damante, C., Bauru School of Dentistry, University of São Paulo, Bauru, Brazil; Sant'Ana, A.C.P., Bauru School of Dentistry, University of São Paulo, Bauru, Brazil"
"He L., Liu W., Xie Q., Pi S., Morais P.C.",2015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955496469&doi=10.1088%2f0957-0233%2f27%2f2%2f025901&partnerID=40&md5=c8912634bed161d75469824163c3ba51","Wuhan National Laboratory for Optoelectronics, Huazhong University of Science and Technology, Wuhan, 430074, China; School of Automation, Huazhong University of Science and Technology, Wuhan, 430074, China; Universidade de Brasília, Instituto de Física, Brasília DF, 70910-900, Brazil","He, L., Wuhan National Laboratory for Optoelectronics, Huazhong University of Science and Technology, Wuhan, 430074, China, School of Automation, Huazhong University of Science and Technology, Wuhan, 430074, China; Liu, W., School of Automation, Huazhong University of Science and Technology, Wuhan, 430074, China; Xie, Q., Wuhan National Laboratory for Optoelectronics, Huazhong University of Science and Technology, Wuhan, 430074, China; Pi, S., School of Automation, Huazhong University of Science and Technology, Wuhan, 430074, China; Morais, P.C., School of Automation, Huazhong University of Science and Technology, Wuhan, 430074, China, Universidade de Brasília, Instituto de Física, Brasília DF, 70910-900, Brazil"
"Monteiro L.B., Weigang L., Saleh A.A.",2015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964204631&doi=10.1109%2fCIT%2fIUCC%2fDASC%2fPICOM.2015.45&partnerID=40&md5=3fa7442afa425de6b2102d0637ccca5e","TransLab., Department of Computer Science, University of Brasilia, Brasilia-DF, Brazil; PPMEC, Department of Mechanical Engineering, University of Brasilia, Brasilia-DF, Brazil","Monteiro, L.B., TransLab., Department of Computer Science, University of Brasilia, Brasilia-DF, Brazil; Weigang, L., TransLab., Department of Computer Science, University of Brasilia, Brasilia-DF, Brazil; Saleh, A.A., PPMEC, Department of Mechanical Engineering, University of Brasilia, Brasilia-DF, Brazil"
