Authors,Year,Link,Affiliations,Authors with affiliations
"de Lima S.",2017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082915334&doi=10.4324%2f9781315135618-12&partnerID=40&md5=a88e13fac298e1464629b4b8290c6c0b","Instituto de Psicologia-PED, Universidade de Brasilia, Brazil","de Lima, S., Instituto de Psicologia-PED, Universidade de Brasilia, Brazil"
"Ferreira A.E.T., Espinoza B.L.M., De Barros Vidal F.",2017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072763885&partnerID=40&md5=957706dc014eec64aac775478b43ddad","University of Brasilia, Brazil","Ferreira, A.E.T., University of Brasilia, Brazil; Espinoza, B.L.M., University of Brasilia, Brazil; De Barros Vidal, F., University of Brasilia, Brazil"
"De Almeida A.P.G.S., Espinoza B.L.M., De Barros Vidal F.",2017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072761223&partnerID=40&md5=e44e58b64aca165b22f03964bae694bd","University of Brasilia, Brazil","De Almeida, A.P.G.S., University of Brasilia, Brazil; Espinoza, B.L.M., University of Brasilia, Brazil; De Barros Vidal, F., University of Brasilia, Brazil"
"Bueno R.",2017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070402586&doi=10.7213%2f1980-5934.29.047.DS04&partnerID=40&md5=2dc12523e7f3d4e34111733496e2974f","Universidade de Brasília, Brasília, DF, Brazil","Bueno, R., Universidade de Brasília, Brasília, DF, Brazil"
"Trindade A.A.C.",2017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068417558&partnerID=40&md5=7eae9345c9e8eda316a4eee4ec67b303","International Law, University of Brasilia, Brazil","Trindade, A.A.C., International Law, University of Brasilia, Brazil"
"Trindade A.A.C.",2017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068373159&partnerID=40&md5=3f016dffe8289f266c9184981249373e","International Law, University of Brasilia, Brazil","Trindade, A.A.C., International Law, University of Brasilia, Brazil"
"Soncco-álvarez J.L., Muñoz D.M., Ayala-Rincón M.",2017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066635013&doi=10.1162%2fevco_a_00220&partnerID=40&md5=5bcaf6a2ba01013f4b6fe25a11982dc0","Department of Computer Science, University of Brasília, DF, Brasília, 70910-900, Brazil; Departments of Mechanical Engineering and Electronics Engineering—Faculty of Gama, University of Brasília, Gama, DF72444-240, Brazil; Departments of Mathematics and Computer Science, University of Brasília, DF, Brasília, 70910-900, Brazil","Soncco-álvarez, J.L., Department of Computer Science, University of Brasília, DF, Brasília, 70910-900, Brazil; Muñoz, D.M., Departments of Mechanical Engineering and Electronics Engineering—Faculty of Gama, University of Brasília, Gama, DF72444-240, Brazil; Ayala-Rincón, M., Departments of Mathematics and Computer Science, University of Brasília, DF, Brasília, 70910-900, Brazil"
"Sá M.V.C., Ferreira J.L.A., Araújo J.A., Da Silva C.R.M.",2017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066038328&partnerID=40&md5=0b8fb5019ec42d0f2c2065912a5bf593","Faculty of Technology, University of Brasília, Brazil","Sá, M.V.C., Faculty of Technology, University of Brasília, Brazil; Ferreira, J.L.A., Faculty of Technology, University of Brasília, Brazil; Araújo, J.A., Faculty of Technology, University of Brasília, Brazil; Da Silva, C.R.M., Faculty of Technology, University of Brasília, Brazil"
"Solano K.F., Costa Junior E.D.",2017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062959578&doi=10.14436%2f2358-2545.7.3.043-049.oar&partnerID=40&md5=7bd07fe6eebfe46e60f692f164cdc908","Universidade de Brasília, Brasília/DF, Brazil; Universidade de Brasília, Faculdade de Saúde, Departamento de Odontologia, Brasília/DF, Brazil","Solano, K.F., Universidade de Brasília, Brasília/DF, Brazil; Costa Junior, E.D., Universidade de Brasília, Faculdade de Saúde, Departamento de Odontologia, Brasília/DF, Brazil"
"Medeiros P., Jr.",2017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061146083&doi=10.1093%2facprof%3aoso%2f9780190465889.003.0013&partnerID=40&md5=e060beeff9d81be2f27d1f6216e95b9b","Universidade de Brasília, Brazil","Medeiros, P., Jr., Universidade de Brasília, Brazil"
"Bachiega J., Jr., Reis M.S., Holanda M., Araújo A.P.F.",2017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060980344&partnerID=40&md5=768b4042654b77a890f077f3dc65392e","Departamento de Ciência da Computação, Universidade de Brasília (UNB), Brasília - DF, Brazil","Bachiega, J., Jr., Departamento de Ciência da Computação, Universidade de Brasília (UNB), Brasília - DF, Brazil; Reis, M.S., Departamento de Ciência da Computação, Universidade de Brasília (UNB), Brasília - DF, Brazil; Holanda, M., Departamento de Ciência da Computação, Universidade de Brasília (UNB), Brasília - DF, Brazil; Araújo, A.P.F., Departamento de Ciência da Computação, Universidade de Brasília (UNB), Brasília - DF, Brazil"
"De Medeiros G.F.B., Holanda M., De Araújo A.P.F., De Carvalho Victorino M.",2017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060979472&partnerID=40&md5=3279593613fe85b6d1674f99320a9541","Computer Science Department, University of Brasilia (UnB), Brasilia - DF, Brazil; Faculty of Information Science, University of Brasília (UnB), Brasilia - DF, Brazil","De Medeiros, G.F.B., Computer Science Department, University of Brasilia (UnB), Brasilia - DF, Brazil; Holanda, M., Computer Science Department, University of Brasilia (UnB), Brasilia - DF, Brazil; De Araújo, A.P.F., Computer Science Department, University of Brasilia (UnB), Brasilia - DF, Brazil; De Carvalho Victorino, M., Faculty of Information Science, University of Brasília (UnB), Brasilia - DF, Brazil"
"Dantas A.A.N., Mendes T.A., Posse A.J.A., Ribeiro L.F.M., Gurjão C.M.C.",2017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058528891&doi=10.1201%2f9781315100333-5&partnerID=40&md5=8ea7fb1ac00955384bc99176a7923bc0","University of Brasília (UnB), Brasília – DF and Federal Institute of Education, Science and Technology of Goiás (IFG), Brazil; University of Brasília (UnB), DFBrasília, Brazil","Dantas, A.A.N., University of Brasília (UnB), Brasília – DF and Federal Institute of Education, Science and Technology of Goiás (IFG), Brazil; Mendes, T.A., University of Brasília (UnB), Brasília – DF and Federal Institute of Education, Science and Technology of Goiás (IFG), Brazil; Posse, A.J.A., University of Brasília (UnB), DFBrasília, Brazil; Ribeiro, L.F.M., University of Brasília (UnB), DFBrasília, Brazil; Gurjão, C.M.C., University of Brasília (UnB), DFBrasília, Brazil"
"Dias A., Grossi L.J.L., Muterlle P.V.",2017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056520718&partnerID=40&md5=9481a5048ecfac32ab46cc892c0f416f","Universidade de Brasília, Departamento de Engenharia Mecânica, Campus Universitário Darcy Ribeiro, Faculdade de Tecnologia, Asa Norte-Brasília- DF, CEP - 70910-900, Brazil","Dias, A., Universidade de Brasília, Departamento de Engenharia Mecânica, Campus Universitário Darcy Ribeiro, Faculdade de Tecnologia, Asa Norte-Brasília- DF, CEP - 70910-900, Brazil; Grossi, L.J.L., Universidade de Brasília, Departamento de Engenharia Mecânica, Campus Universitário Darcy Ribeiro, Faculdade de Tecnologia, Asa Norte-Brasília- DF, CEP - 70910-900, Brazil; Muterlle, P.V., Universidade de Brasília, Departamento de Engenharia Mecânica, Campus Universitário Darcy Ribeiro, Faculdade de Tecnologia, Asa Norte-Brasília- DF, CEP - 70910-900, Brazil"
"Aquere A.L.",2017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055159741&partnerID=40&md5=2d50ab588e3800884ed40b87eacafcd3","Department of Civil and Environmental Engineering, Faculty of Technology, University of Brasilia, Brasilia, Brazil","Aquere, A.L., Department of Civil and Environmental Engineering, Faculty of Technology, University of Brasilia, Brasilia, Brazil"
